Approach,Overall_A2k,Mean_A2k,Overall_calib,Wet_calib,Mid_calib,Dry_calib,Overall_valid,Wet_valid,Mid_valid,Dry_valid
NNSE,1963.389507669164,207.6375042328976,436.8537048090994,8.418570331955161,589.6538929009837,24.840049465753985,1238.5527066352013,6.698278690446228,1281.7950696922119,65.10869772672078
NmKGE,28.105633007395518,22.30721179943052,16.53728624479777,4.652413989653599,29.769960514953613,32.49926089368434,21.681279970955362,5.8529954245803895,21.90552609710017,105.15945073061236
mean_NmKGE,78.52376433546367,22.619026116418,16.960718243846074,9.464978991678603,35.58306416606087,22.80903519151452,71.2105867898042,10.133654697790647,90.16379767522137,113.7904032143145
NnpKGE,45.59506138875221,13.516669273093953,15.076533678896174,9.786664639608603,17.034483485342424,13.728859694330833,30.568796579827662,6.0383110305216965,24.829214831053278,64.3117932123706
split_NNSE,124.66703486204635,81.41043789724837,86.67226384721371,20.66334841786992,110.47161790313757,113.09634737073766,94.05399753793105,12.863178775471622,106.74187523961517,102.4609019936231
split_NmKGE,581.184610707689,154.5516911069706,213.79562124221434,59.80691305615765,266.7050194226881,137.14314084206597,509.58258279675294,38.76156675542303,455.2231753290031,493.843463825663
split_mean_NmKGE,194.32744601334622,18.9787795776537,20.934115010847837,1.6928525749104184,40.175104821675525,15.068381336375154,227.56739151123077,2.2477631557592606,222.00264832125686,123.43636716946025
split_NnpKGE,30.012109477848686,29.81547817210192,6.740539911705418,22.311705714549134,3.9209905611935163,63.21373824056311,48.33162988315316,6.028697440063045,33.699117647551276,91.39826297460948
