Approach,Overall_A2k,Mean_A2k,Overall_calib,Wet_calib,Mid_calib,Dry_calib,Overall_valid,Wet_valid,Mid_valid,Dry_valid
"(""split_NmKGE"", ""NnpKGE"")",77.21936565000449,30.435375499205602,6.776478697527327,6.205908458953692,8.777325987657278,76.32289205100584,47.663103990910344,9.689977274888967,16.892169391628922,397.02153664102667
"(""split_NmKGE"", ""split_NNSE"")",74.07504701594472,30.113328188417213,6.520571261336519,5.508004481243005,8.56522553279379,76.26675455121485,46.507629762547964,9.540799823475545,15.91171757653472,397.3307308841516
"(""split_NmKGE"", ""split_mean_NmKGE"")",59.28412391087859,24.8368207365049,4.256311616720185,5.79616294484037,5.790114069953266,62.92418519472106,37.68784596141518,9.52767954178555,10.583942458938083,355.22643706552964
"(""split_NmKGE"", ""split_NnpKGE"")",77.21934329694854,30.435359779644084,6.7764631992470745,6.205908458953692,8.777278828972728,76.32289205100584,47.662985055772,9.689977274888967,16.89197055314048,397.02153664102667
"(""split_mean_NmKGE"", ""NNSE"")",45.32691955262244,32.773669769437845,33.157377224647774,3.167285721354691,57.2339671043179,37.919756482640956,30.627610697121852,6.668110444451754,57.13299385232802,10.743415312924071
"(""split_mean_NmKGE"", ""NmKGE"")",154.79414960372566,31.690544453937477,17.328711239113314,11.671177474631307,18.976199487990595,64.42425639919053,108.2240104142996,12.299800949972878,84.10110307971219,335.5507428891603
"(""split_mean_NmKGE"", ""mean_NmKGE"")",45.327113423862656,32.773763640646415,33.157524547461236,3.167285721354691,57.23424871794358,37.919756482640956,30.627638659315185,6.668110444451754,57.133100762200236,10.743415312924071
"(""split_mean_NmKGE"", ""NnpKGE"")",45.326975085929774,32.77378964462602,33.157564915529406,3.167285721354691,57.234326729882426,37.919756482640956,30.62753380633951,6.668110444451754,57.13295912656325,10.743415312924071
"(""split_mean_NmKGE"", ""split_NNSE"")",35.74896161679512,28.503255369240076,29.196662176800434,2.5031741237723066,52.30220679268848,30.704385191259437,24.729059528693522,6.7242340203307895,48.245363937202036,14.567142742143593
"(""split_mean_NmKGE"", ""split_NmKGE"")",74.60117925619382,29.581564683013607,6.370065154852638,6.148391220175889,8.27900102732779,74.31730180153714,46.20623791432916,9.665404550306759,15.921246105487867,391.31310527015233
"(""split_mean_NmKGE"", ""split_NnpKGE"")",23.966993408332435,23.80240558583481,23.709404708261623,5.787982370192478,45.262500469853855,20.356733917458094,18.38323891055143,7.5830590315168855,36.09951835318197,28.857000613313737
"(""split_NnpKGE"", ""NNSE"")",35.40056578895476,26.108882717526104,16.946705619497212,2.687695275841558,30.557487771840815,45.08146510489593,28.491345200412344,8.817166779983312,11.609922779768432,297.55346323101423
"(""split_NnpKGE"", ""NmKGE"")",212.45102787824328,47.41642527695323,28.853245778660924,12.367454756907286,34.71880070802953,95.16302036592286,144.62794016439804,12.83776817416829,106.13412163189629,464.41230948262734
"(""split_NnpKGE"", ""mean_NmKGE"")",21.093739459073966,28.39038274568773,43.47183417407901,3.0347081830365084,71.77224097743682,10.36419907658986,14.62848169124478,3.3613850741034925,23.073860609798267,14.604929146749713
"(""split_NnpKGE"", ""NnpKGE"")",28.346349542137013,18.8952356458798,12.031570824672494,14.271375948177374,32.6693051113237,9.745025878138327,26.983704770092555,7.769779626386591,9.511750613770285,214.29187928326465
"(""split_NnpKGE"", ""split_NNSE"")",52.68028692562663,30.72153593603811,14.71370462749245,2.6653035428319836,23.671465944085536,65.82783832119681,39.83303898784921,8.245856273547341,16.338382094914497,369.64806740367584
"(""split_NnpKGE"", ""split_NmKGE"")",77.21940657736981,30.435371774912753,6.776481135566264,6.205908458953692,8.77731481477873,76.32289205100584,47.66305636306991,9.689977274888967,16.891965100020037,397.02153664102667
"(""split_NnpKGE"", ""split_mean_NmKGE"")",34.935743457478075,28.396437455000633,29.003799653675593,4.221105539251463,52.36570719051637,28.602499635234064,24.584717080113077,7.07978075608177,47.93163142878006,14.71258699907046
