NNSE,NmKGE,NnpKGE,mean_NmKGE,split_NNSE,split_NmKGE,split_NnpKGE,split_mean_NmKGE
8.85902934522839,19.887036254563093,21.64511272374069,5.818283179178258,15.825802777600384,9.12556274800191,11.66400628184118,16.387559186109396
187.4095280632446,412.2885731435153,451.67487710859075,125.20997496455524,332.89835500534303,190.01012218695456,241.09744539399307,339.6308624173654
306.130150651103,513.8054079739591,613.8789589637887,250.87238129654503,506.85533706633527,258.28731166729705,307.45202321591165,427.0517243554401
662.0603485453374,1212.5936130310536,1390.47947354113,547.4088558230819,1107.0204700160486,604.351437935706,724.3767681320385,1008.1731203383468
597.1056982177571,740.9141890347578,964.2154118995022,639.5739696785953,902.505465702027,449.8274848050496,474.0159984599145,633.2678328439551
358.50122328025424,280.9042498456578,398.6682121562729,556.8166789358156,459.36277276619103,271.5761665264039,223.00026848748408,265.4184317056184
165.58417157020097,52.04266789639792,74.62450921253436,415.14715950928644,146.6681874381917,170.51442096972727,95.1481491081459,80.565192782988
92.39291477210463,40.878663327142405,22.287062718463993,302.67535440223486,52.86490281555059,155.27134888324065,86.98847940941369,70.24372235561174
472.49455640137865,942.6142688633848,1001.9789735655309,484.4437191098951,750.4897762018163,556.1419228471201,602.2963558366356,808.0329140445783
386.58658238534264,393.4467209282891,520.562579328483,479.614451935099,520.5774242629296,344.46065861897785,301.83217624528504,364.2725964154648
248.69683131299354,186.8685727218531,227.80163180406393,401.5593460529011,272.0430782199978,258.11238876485174,189.96328036960037,199.44195443756604
138.1360984784782,54.21925790011541,45.544989996329356,299.5881610909903,95.90327752708288,192.41069648392897,114.44680206952141,90.70710868046345
97.00155384883482,50.608434618882214,19.81727902909183,221.53622403752618,45.776132471480175,178.28979804767476,109.35582262957008,85.57540563794083
82.88206581580933,48.17069985944644,15.48122510237286,165.17662622388207,33.14782334894137,165.2835156282604,104.58165775905734,80.98236442879252
77.01991204892508,45.856531630806174,13.737224509836903,124.76639066158887,29.422436575718734,153.22616358621764,100.01604075964354,76.63634939157883
164.30889220260656,246.1786804603139,235.01016351752412,154.25613563482585,189.7288336847946,233.44400516172786,207.54248313411867,237.46151794814253
558.1438199345572,1045.4736112612632,1141.0941514092115,412.2160355643257,877.2240228135206,595.7878395594137,651.332034985715,888.4386812702006
572.5602812437697,721.7144700744124,893.0060372989392,525.0133595546105,817.6312205959833,494.6432815789904,489.5031477589868,633.2676475571816
472.5016378233894,507.94903244711236,618.3159161018486,534.8675669462632,612.6016422356804,423.448926777966,384.12290843452615,467.23060346738237
239.5893120943903,72.8867394518254,101.4848183746095,408.2227432410319,202.3924745897272,238.10799406017088,151.19244652092578,117.35053645965135
146.94752048709603,66.03822714493279,29.23815401974522,302.53934863872234,78.47628557659768,220.45917335528338,144.28748604533158,110.17812095674925
116.18045082634379,62.844117036395026,19.249626952440035,225.30671291250397,47.79710692355527,204.37636025029818,137.9880628537218,104.26350402903365
104.99481074660414,59.82494418473402,16.61943010902845,169.84268343615128,39.79739822006295,189.46720382646058,131.9640554633882,98.66807692883448
301.8401087453641,507.0257503481535,512.3135720761649,259.0907171063065,397.92847740421456,376.71258531857825,366.882264293244,457.39755639441165
786.4300990194364,1406.073042525481,1565.4525557125683,593.7952196104757,1225.081082904675,792.1493406603289,858.4029022029373,1187.5572706325063
1073.140420836847,1613.8119537872494,1916.2965173934558,917.6406276824164,1626.7559584662545,947.293931846468,1000.0453558489597,1369.164634126572
638.9661653605825,409.84792754547567,616.8151583930046,807.9972428054068,759.9868323106306,477.9260072652147,499.07323424854263,411.3555772724613
341.09152002204223,150.2996311621719,159.75912427360552,619.6084843728141,282.68255274233076,359.9831124571069,309.95999995525847,206.27643446704246
